"RegioS","Perioden","MediaanPersoonlijkInkomen_7","GemiddeldPersoonlijkInkomen_6"
"CR29  ","2019JJ00",7.8,12.3
"CR29  ","2020JJ00",8.2,12.9
"CR29  ","2021JJ00",8.8,13.5
"CR29  ","2022JJ00",9.6,14.7
"CR29  ","2023JJ00",10.9,16.1
"CR29  ","2024JJ00",12.5,17.6
"CR30  ","2011JJ00",8.1,12.1
"CR30  ","2012JJ00",7.9,11.9
"CR30  ","2013JJ00",7.5,11.6
"CR30  ","2014JJ00",7.3,11.4
"CR30  ","2015JJ00",7.3,11.4
"CR30  ","2016JJ00",7.3,11.5
"CR30  ","2017JJ00",7.6,11.9
"CR30  ","2018JJ00",8.1,12.5
"CR30  ","2019JJ00",8.6,13.2
"CR30  ","2020JJ00",9.1,13.9
"CR30  ","2021JJ00",9.9,14.6
"CR30  ","2022JJ00",11,16
"CR30  ","2023JJ00",12.4,17.5
"CR30  ","2024JJ00",14.3,19.2
"CR31  ","2011JJ00",7.4,11.8
"CR31  ","2012JJ00",7.5,11.8
"CR31  ","2013JJ00",7.4,11.9
"CR31  ","2014JJ00",7.4,12.2
"CR31  ","2015JJ00",7.3,12
"CR31  ","2016JJ00",7.2,11.9
"CR31  ","2017JJ00",7.5,12.3
"CR31  ","2018JJ00",7.9,12.9
"CR31  ","2019JJ00",8.8,13.9
"CR31  ","2020JJ00",9.4,14.5
"CR31  ","2021JJ00",10.2,15.4
"CR31  ","2022JJ00",11.4,16.9
"CR31  ","2023JJ00",13,18.4
"CR31  ","2024JJ00",14.4,19.8
"CR32  ","2011JJ00",7.8,11.8
"CR32  ","2012JJ00",7.7,11.7
"CR32  ","2013JJ00",7.5,11.5
"CR32  ","2014JJ00",7.4,11.4
"CR32  ","2015JJ00",7.5,11.5
"CR32  ","2016JJ00",7.5,11.7
"CR32  ","2017JJ00",7.8,11.9
"CR32  ","2018JJ00",8.3,12.6
"CR32  ","2019JJ00",9,13.4
"CR32  ","2020JJ00",9.6,14.2
"CR32  ","2021JJ00",10.3,14.9
"CR32  ","2022JJ00",11.6,16.3
"CR32  ","2023JJ00",13.1,17.8
"CR32  ","2024JJ00",15.2,19.7
"CR33  ","2011JJ00",7,10.8
"CR33  ","2012JJ00",6.9,10.6
"CR33  ","2013JJ00",6.7,10.4
"CR33  ","2014JJ00",6.6,10.3
"CR33  ","2015JJ00",6.7,10.4
"CR33  ","2016JJ00",6.7,10.6
"CR33  ","2017JJ00",7,11
"CR33  ","2018JJ00",7.4,11.6
"CR33  ","2019JJ00",7.8,12.2
"CR33  ","2020JJ00",8.2,12.8
"CR33  ","2021JJ00",8.8,13.4
"CR33  ","2022JJ00",9.8,14.6
"CR33  ","2023JJ00",11.4,16.2
"CR33  ","2024JJ00",13.2,17.8
"CR34  ","2011JJ00",7.2,10.7
"CR34  ","2012JJ00",7,10.5
"CR34  ","2013JJ00",6.9,10.3
"CR34  ","2014JJ00",6.9,10.3
"CR34  ","2015JJ00",7.1,10.5
"CR34  ","2016JJ00",7.1,10.7
"CR34  ","2017JJ00",7.3,11.1
"CR34  ","2018JJ00",7.5,11.5
"CR34  ","2019JJ00",7.9,12.1
"CR34  ","2020JJ00",8.4,12.7
"CR34  ","2021JJ00",8.9,13.3
"CR34  ","2022JJ00",9.8,14.4
"CR34  ","2023JJ00",11.4,15.9
"CR34  ","2024JJ00",13.3,17.6
"CR35  ","2011JJ00",7,10.8
"CR35  ","2012JJ00",6.9,10.6
"CR35  ","2013JJ00",6.7,10.4
"CR35  ","2014JJ00",6.6,10.3
"CR35  ","2015JJ00",6.7,10.4
"CR35  ","2016JJ00",6.8,10.7
"CR35  ","2017JJ00",7,11.1
"CR35  ","2018JJ00",7.4,11.7
"CR35  ","2019JJ00",7.8,12.4
"CR35  ","2020JJ00",8.5,13.1
"CR35  ","2021JJ00",9,13.8
"CR35  ","2022JJ00",10.2,15.1
"CR35  ","2023JJ00",11.8,16.6
"CR35  ","2024JJ00",13.7,18.4
"CR36  ","2011JJ00",6.8,10.6
"CR36  ","2012JJ00",6.7,10.4
"CR36  ","2013JJ00",6.5,10.3
"CR36  ","2014JJ00",6.5,10.2
"CR36  ","2015JJ00",6.6,10.4
"CR36  ","2016JJ00",6.7,10.6
"CR36  ","2017JJ00",7,11
"CR36  ","2018JJ00",7.3,11.7
"CR36  ","2019JJ00",7.6,12.3
"CR36  ","2020JJ00",8.1,12.8
"CR36  ","2021JJ00",8.6,13.5
"CR36  ","2022JJ00",9.5,14.6
"CR36  ","2023JJ00",11.1,16.2
"CR36  ","2024JJ00",12.7,17.8
"CR37  ","2011JJ00",6.6,10.3
"CR37  ","2012JJ00",6.6,10.2
"CR37  ","2013JJ00",6.4,10.1
"CR37  ","2014JJ00",6.4,10
"CR37  ","2015JJ00",6.6,10.1
"CR37  ","2016JJ00",6.6,10.4
"CR37  ","2017JJ00",7.1,10.9
"CR37  ","2018JJ00",7.4,11.4
"CR37  ","2019JJ00",7.9,12.1
"CR37  ","2020JJ00",8.3,12.6
"CR37  ","2021JJ00",8.9,13.3
"CR37  ","2022JJ00",10,14.6
"CR37  ","2023JJ00",11.6,16.3
"CR37  ","2024JJ00",13.4,17.9
"CR38  ","2011JJ00",6.7,10.5
"CR38  ","2012JJ00",6.7,10.4
"CR38  ","2013JJ00",6.5,10.3
"CR38  ","2014JJ00",6.4,10.1
"CR38  ","2015JJ00",6.6,10.3
"CR38  ","2016JJ00",6.7,10.5
"CR38  ","2017JJ00",6.9,11
"CR38  ","2018JJ00",7.3,11.6
"CR38  ","2019JJ00",7.8,12.1
"CR38  ","2020JJ00",8.3,12.6
"CR38  ","2021JJ00",8.9,13.5
"CR38  ","2022JJ00",10.1,14.9
"CR38  ","2023JJ00",11.9,16.6
"CR38  ","2024JJ00",13.6,18.2
"CR39  ","2011JJ00",6.2,9.6
"CR39  ","2012JJ00",6.2,9.5
"CR39  ","2013JJ00",6.2,9.4
"CR39  ","2014JJ00",6.2,9.3
"CR39  ","2015JJ00",6.3,9.5
"CR39  ","2016JJ00",6.3,9.6
"CR39  ","2017JJ00",6.5,10.1
"CR39  ","2018JJ00",6.7,10.7
"CR39  ","2019JJ00",7,11.1
"CR39  ","2020JJ00",7.3,11.6
"CR39  ","2021JJ00",7.8,12.1
"CR39  ","2022JJ00",8.6,13.1
"CR39  ","2023JJ00",9.9,14.6
"CR39  ","2024JJ00",11.7,16
"CR40  ","2011JJ00",7.2,10.7
"CR40  ","2012JJ00",6.9,10.5
"CR40  ","2013JJ00",6.5,10.1
"CR40  ","2014JJ00",6.4,9.9
"CR40  ","2015JJ00",6.5,10
"CR40  ","2016JJ00",6.5,10.2
"CR40  ","2017JJ00",6.7,10.4
"CR40  ","2018JJ00",7.1,11
"CR40  ","2019JJ00",7.6,11.7
"CR40  ","2020JJ00",7.9,12.2
"CR40  ","2021JJ00",8.7,13
"CR40  ","2022JJ00",9.7,14.3
"CR40  ","2023JJ00",11.1,15.7
"CR40  ","2024JJ00",12.8,17.4
"GM1680","2011JJ00",5.3,8.7
"GM1680","2012JJ00",5.1,8.5
"GM1680","2013JJ00",5,8.6
"GM1680","2014JJ00",5,8.3
"GM1680","2015JJ00",4.8,8.4
"GM1680","2016JJ00",4.6,8.5
"GM1680","2017JJ00",4.9,8.8
"GM1680","2018JJ00",5.2,9
"GM1680","2019JJ00",5.6,10
"GM1680","2020JJ00",6.3,10.6
"GM1680","2021JJ00",6.8,11.5
"GM1680","2022JJ00",8,12.4
"GM1680","2023JJ00",9.3,14.1
"GM1680","2024JJ00",10.8,16
"GM0358","2011JJ00",7.4,11.2
"GM0358","2012JJ00",7.2,11.1
"GM0358","2013JJ00",6.8,10.9
"GM0358","2014JJ00",6.6,10.6
"GM0358","2015JJ00",6.9,10.9
"GM0358","2016JJ00",7.1,11
"GM0358","2017JJ00",6.9,11
"GM0358","2018JJ00",6.7,10.9
"GM0358","2019JJ00",7,11.6
"GM0358","2020JJ00",7.2,11.8
"GM0358","2021JJ00",7.3,12.1
"GM0358","2022JJ00",8.1,13.1
"GM0358","2023JJ00",9.5,14.4
"GM0358","2024JJ00",11.3,16.1
"GM0197","2011JJ00",7,11.3
"GM0197","2012JJ00",6.8,10.5
"GM0197","2013JJ00",6.4,10.2
"GM0197","2014JJ00",6.4,10
"GM0197","2015JJ00",6.6,10.3
"GM0197","2016JJ00",6.4,10.5
"GM0197","2017JJ00",6.7,10.7
"GM0197","2018JJ00",7.1,11.2
"GM0197","2019JJ00",7.8,12
"GM0197","2020JJ00",8,12.5
"GM0197","2021JJ00",8.5,13
"GM0197","2022JJ00",9.6,14.3
"GM0197","2023JJ00",10.8,15.4
"GM0197","2024JJ00",12.3,17
"GM0059","2011JJ00",8.4,11.3
"GM0059","2012JJ00",7.9,10.8
"GM0059","2013JJ00",7.2,10.7
"GM0059","2014JJ00",7.2,10.5
"GM0059","2015JJ00",7.1,10.5
"GM0059","2016JJ00",7.1,10.8
"GM0059","2017JJ00",7.2,11.1
"GM0059","2018JJ00",7.4,11.5
"GM0059","2019JJ00",8.3,12.2
"GM0059","2020JJ00",8.9,12.8
"GM0059","2021JJ00",9.5,13.7
"GM0059","2022JJ00",10.2,14.6
"GM0059","2023JJ00",11.8,16.4
"GM0059","2024JJ00",13.3,18.2
"GM0482","2011JJ00",8.5,12.5
"GM0482","2012JJ00",8.3,12.4
"GM0482","2013JJ00",8.3,12.5
"GM0482","2014JJ00",8.5,12.6
"GM0482","2015JJ00",8,12.4
"GM0482","2016JJ00",8.4,12.8
"GM0482","2017JJ00",8.5,13
"GM0482","2018JJ00",9,13.8
"GM0482","2019JJ00",9.3,14.2
"GM0482","2020JJ00",9.9,14.8
"GM0482","2021JJ00",9.8,15.3
"GM0482","2022JJ00",11.5,16.6
"GM0482","2023JJ00",12.8,17.9
"GM0482","2024JJ00",15.5,20
"GM0613","2011JJ00",5.9,11.6
"GM0613","2012JJ00",5.7,11
"GM0613","2013JJ00",5.5,10.6
"GM0613","2014JJ00",4.8,10.6
"GM0613","2015JJ00",5.3,12.1
"GM0613","2016JJ00",5.6,10.2
"GM0613","2017JJ00",5.5,10.4
"GM0613","2018JJ00",5.3,10.6
"GM0613","2019JJ00",5.7,10.9
"GM0613","2020JJ00",6.4,11.8
"GM0613","2021JJ00",6.9,12.4
"GM0613","2022JJ00",7.4,13.3
"GM0613","2023JJ00",8.9,14.8
"GM0613","2024JJ00",9.9,16.1
"GM0361","2011JJ00",7.8,11.6
"GM0361","2012JJ00",7.9,11.6
"GM0361","2013JJ00",7.6,11.2
"GM0361","2014JJ00",7.4,11.3
"GM0361","2015JJ00",7.6,11.3
"GM0361","2016JJ00",7.8,11.3
"GM0361","2017JJ00",8,11.6
"GM0361","2018JJ00",8,11.8
"GM0361","2019JJ00",8.3,12.4
"GM0361","2020JJ00",8.6,12.8
"GM0361","2021JJ00",9.1,13.6
"GM0361","2022JJ00",10.2,14.9
"GM0361","2023JJ00",11.8,16.1
"GM0361","2024JJ00",13.5,17.9
"GM0141","2011JJ00",7.6,10.5
"GM0141","2012JJ00",7.3,10.3
"GM0141","2013JJ00",6.7,9.8
"GM0141","2014JJ00",6.3,9.4
"GM0141","2015JJ00",6.5,9.4
"GM0141","2016JJ00",6.3,9.5
"GM0141","2017JJ00",6.8,10
"GM0141","2018JJ00",7.1,10.5
"GM0141","2019JJ00",7.4,11.3
"GM0141","2020JJ00",7.9,11.9
"GM0141","2021JJ00",8.4,12.4
"GM0141","2022JJ00",9.9,13.8
"GM0141","2023JJ00",11.1,15.3
"GM0141","2024JJ00",13,17.1
"GM0034","2011JJ00",6.9,10.4
"GM0034","2012JJ00",6.5,10.1
"GM0034","2013JJ00",6.3,9.9
"GM0034","2014JJ00",6.1,9.6
"GM0034","2015JJ00",6.2,9.7
"GM0034","2016JJ00",6.3,9.8
"GM0034","2017JJ00",6.5,10
"GM0034","2018JJ00",7,10.7
"GM0034","2019JJ00",7.4,11.4
"GM0034","2020JJ00",7.4,11.8
"GM0034","2021JJ00",8.3,12.3
"GM0034","2022JJ00",9.2,13.7
"GM0034","2023JJ00",10.4,15
"GM0034","2024JJ00",11.8,16.5
"GM0484","2011JJ00",7.3,11.4
"GM0484","2012JJ00",7.1,11.1
"GM0484","2013JJ00",6.6,10.7
"GM0484","2014JJ00",6.5,10.5
"GM0484","2015JJ00",6.7,10.6
"GM0484","2016JJ00",6.6,10.7
"GM0484","2017JJ00",6.7,11.1
"GM0484","2018JJ00",7.1,11.6
"GM0484","2019JJ00",7.4,12.4
"GM0484","2020JJ00",8.2,12.9
"GM0484","2021JJ00",8.5,13.3
"GM0484","2022JJ00",9.5,14.6
"GM0484","2023JJ00",11.4,16.2
"GM0484","2024JJ00",12.8,17.9
"GM1723","2011JJ00",6.6,10.7
"GM1723","2012JJ00",6.2,10.4
"GM1723","2013JJ00",6.4,10.5
"GM1723","2014JJ00",6.4,10.7
"GM1723","2015JJ00",7.3,11.7
"GM1723","2016JJ00",7.3,11.9
"GM1723","2017JJ00",7.6,12.4
"GM1723","2018JJ00",7.3,12.6
"GM1723","2019JJ00",7.3,13.1
"GM1723","2020JJ00",8.1,13.4
"GM1723","2021JJ00",8.7,14.4
"GM1723","2022JJ00",10.4,16
"GM1723","2023JJ00",12,17.5
"GM1723","2024JJ00",12.7,18.6
"GM1959","2011JJ00",9.4,13.4
"GM1959","2012JJ00",9.3,13.3
"GM1959","2013JJ00",8.9,13.1
"GM1959","2014JJ00",8.6,13
"GM1959","2015JJ00",8.9,13.1
"GM1959","2016JJ00",8.8,13.3
"GM1959","2017JJ00",9,13.5
"GM1959","2018JJ00",9,13.8
"GM1959","2019JJ00",9.7,14.5
"GM1959","2020JJ00",10.6,15.3
"GM1959","2021JJ00",11.3,16
"GM1959","2022JJ00",12.8,17.6
"GM1959","2023JJ00",14.6,19.1
"GM1959","2024JJ00",16.8,21.1
"GM0060","2011JJ00",10.3,13.8
"GM0060","2012JJ00",8.9,11.5
"GM0060","2013JJ00",9.1,11.1
"GM0060","2014JJ00",8.7,10.9
"GM0060","2015JJ00",9.3,11.9
"GM0060","2016JJ00",9.4,12
"GM0060","2017JJ00",11.5,13.3
"GM0060","2018JJ00",12.1,14
"GM0060","2019JJ00",13.8,14.9
"GM0060","2020JJ00",14.5,15.6
"GM0060","2021JJ00",15.6,16.6
"GM0060","2022JJ00",18.4,18.6
"GM0060","2023JJ00",19.6,19.9
"GM0060","2024JJ00",20.9,20.7
"GM0307","2011JJ00",6.9,10.6
"GM0307","2012JJ00",6.5,10.2
"GM0307","2013JJ00",6.1,9.8
"GM0307","2014JJ00",6.1,9.6
"GM0307","2015JJ00",6,9.7
"GM0307","2016JJ00",6,9.8
"GM0307","2017JJ00",6.1,10.1
"GM0307","2018JJ00",6.3,10.6
"GM0307","2019JJ00",6.7,11.2
"GM0307","2020JJ00",6.9,11.7
"GM0307","2021JJ00",7.5,12.2
"GM0307","2022JJ00",8.4,13.6
"GM0307","2023JJ00",9.6,14.6
"GM0307","2024JJ00",11.4,16.3
"GM0362","2011JJ00",5.7,8.9
"GM0362","2012JJ00",5.6,9
"GM0362","2013JJ00",5.5,8.7
"GM0362","2014JJ00",5.4,8.5
"GM0362","2015JJ00",5.8,9
"GM0362","2016JJ00",5.8,9.1
"GM0362","2017JJ00",5.7,9.2
"GM0362","2018JJ00",5.9,9.6
"GM0362","2019JJ00",6.1,10
"GM0362","2020JJ00",6.2,10.1
"GM0362","2021JJ00",6.4,10.6
"GM0362","2022JJ00",6.9,12
"GM0362","2023JJ00",8,13
"GM0362","2024JJ00",9.7,13.8
"GM0363","2011JJ00",7.1,10.1
"GM0363","2012JJ00",7,10.1
"GM0363","2013JJ00",6.9,9.9
"GM0363","2014JJ00",7,10
"GM0363","2015JJ00",7.4,10.4
"GM0363","2016JJ00",7.5,10.7
"GM0363","2017JJ00",7.7,11.2
"GM0363","2018JJ00",8,11.9
"GM0363","2019JJ00",8.3,12.5
"GM0363","2020JJ00",8.3,12.9
"GM0363","2021JJ00",8.8,13.4
"GM0363","2022JJ00",9.6,14.4
"GM0363","2023JJ00",10.8,15.7
"GM0363","2024JJ00",12.4,17.1
"GM0200","2011JJ00",7,10.5
"GM0200","2012JJ00",6.7,10.2
"GM0200","2013JJ00",6.6,10
"GM0200","2014JJ00",6.4,9.9
"GM0200","2015JJ00",6.7,10.1
"GM0200","2016JJ00",6.6,10.2
"GM0200","2017JJ00",6.6,10.4
"GM0200","2018JJ00",6.9,11
"GM0200","2019JJ00",7.2,11.6
"GM0200","2020JJ00",7.9,12.2
"GM0200","2021JJ00",8.6,13
"GM0200","2022JJ00",9.6,14.3
"GM0200","2023JJ00",11.1,15.7
"GM0200","2024JJ00",12.6,17.3
"GM0202","2011JJ00",7.4,10.4
"GM0202","2012JJ00",7.1,10.2
"GM0202","2013JJ00",6.9,10
"GM0202","2014JJ00",6.6,9.6
"GM0202","2015JJ00",7.1,10
"GM0202","2016JJ00",7.1,10.1
"GM0202","2017JJ00",7.4,10.4
"GM0202","2018JJ00",7.4,10.7
"GM0202","2019JJ00",7.5,11.2
"GM0202","2020JJ00",7.8,11.8
"GM0202","2021JJ00",8.5,12.5
"GM0202","2022JJ00",9.4,13.8
"GM0202","2023JJ00",10.3,15
"GM0202","2024JJ00",12,16.1
"GM0106","2011JJ00",6,9.2
"GM0106","2012JJ00",5.8,9
"GM0106","2013JJ00",5.8,8.9
"GM0106","2014JJ00",5.7,8.8
"GM0106","2015JJ00",5.6,8.7
"GM0106","2016JJ00",5.7,8.9
"GM0106","2017JJ00",5.7,9.2
"GM0106","2018JJ00",6,9.7
"GM0106","2019JJ00",6.3,10.2
"GM0106","2020JJ00",6.9,10.9
"GM0106","2021JJ00",7.8,11.7
"GM0106","2022JJ00",8.4,12.8
"GM0106","2023JJ00",10.1,14.4
"GM0106","2024JJ00",11.5,15.9
"GM0743","2011JJ00",6.7,10.7
"GM0743","2012JJ00",6.6,10.7
"GM0743","2013JJ00",7,10.6
"GM0743","2014JJ00",6.7,10.7
"GM0743","2015JJ00",7.4,11.1
"GM0743","2016JJ00",8,11.4
"GM0743","2017JJ00",8,12
"GM0743","2018JJ00",8.1,12.4
"GM0743","2019JJ00",8.1,12.6
"GM0743","2020JJ00",9,13.8
"GM0743","2021JJ00",9.2,14.1
"GM0743","2022JJ00",10,15.1
"GM0743","2023JJ00",12.3,17.3
"GM0743","2024JJ00",13.9,19
"GM0744","2011JJ00",8.1,12.2
"GM0744","2012JJ00",8,12
"GM0744","2013JJ00",8.4,11.9
"GM0744","2014JJ00",8.2,11.9
"GM0744","2015JJ00",8.6,12.1
"GM0744","2016JJ00",7.4,11.9
"GM0744","2017JJ00",7.6,12.1
"GM0744","2018JJ00",7.8,12.4
"GM0744","2019JJ00",7.5,13
"GM0744","2020JJ00",8,13.4
"GM0744","2021JJ00",8.2,13.9
"GM0744","2022JJ00",10.8,15.4
"GM0744","2023JJ00",12.4,17.4
"GM0744","2024JJ00",14.1,18.6
"GM0308","2011JJ00",6.4,10.4
"GM0308","2012JJ00",6.1,9.9
"GM0308","2013JJ00",6,9.6
"GM0308","2014JJ00",5.8,9.3
"GM0308","2015JJ00",6.1,9.7
"GM0308","2016JJ00",5.8,9.8
"GM0308","2017JJ00",5.8,9.7
"GM0308","2018JJ00",5.6,10.1
"GM0308","2019JJ00",5.8,10.1
"GM0308","2020JJ00",6.3,10.8
"GM0308","2021JJ00",6.4,11.2
"GM0308","2022JJ00",7.1,12.1
"GM0308","2023JJ00",7.9,13.6
"GM0308","2024JJ00",9.2,15
"GM0489","2011JJ00",5.8,10.3
"GM0489","2012JJ00",5.4,9.8
"GM0489","2013JJ00",5.1,9.5
"GM0489","2014JJ00",4.9,9.6
"GM0489","2015JJ00",5.1,10
"GM0489","2016JJ00",5.1,10.2
"GM0489","2017JJ00",5.2,10.4
"GM0489","2018JJ00",5.6,10.7
"GM0489","2019JJ00",6,11.4
"GM0489","2020JJ00",6.6,12.1
"GM0489","2021JJ00",7.1,12.8
"GM0489","2022JJ00",8.1,13.5
"GM0489","2023JJ00",9.1,14.6
"GM0489","2024JJ00",10.9,16.9
"GM0203","2011JJ00",9.9,13.5
"GM0203","2012JJ00",9.5,13.3
"GM0203","2013JJ00",9.4,13.1
"GM0203","2014JJ00",9.6,13.3
"GM0203","2015JJ00",9.3,13.5
"GM0203","2016JJ00",9.4,13.6
"GM0203","2017JJ00",9.5,14.1
"GM0203","2018JJ00",10.1,14.8
"GM0203","2019JJ00",10.9,15.6
"GM0203","2020JJ00",11.9,16.6
"GM0203","2021JJ00",12.8,17.4
"GM0203","2022JJ00",14.1,18.6
"GM0203","2023JJ00",16.1,20.4
"GM0203","2024JJ00",17.7,22.2
"GM0888","2011JJ00",5.6,9.6
"GM0888","2012JJ00",5.5,9.4
"GM0888","2013JJ00",5.6,9.6
"GM0888","2014JJ00",5.6,9.4
"GM0888","2015JJ00",6,10
"GM0888","2016JJ00",6.1,9.8
"GM0888","2017JJ00",5.7,10
"GM0888","2018JJ00",6.6,11.4
"GM0888","2019JJ00",6.7,11.2
"GM0888","2020JJ00",7.4,12.1
"GM0888","2021JJ00",8.1,12.7
"GM0888","2022JJ00",9.2,14.2
"GM0888","2023JJ00",10.8,16
"GM0888","2024JJ00",12.7,17.3
"GM1954","2011JJ00",5.8,9.7
"GM1954","2012JJ00",5.8,9.7
"GM1954","2013JJ00",5.6,9.4
"GM1954","2014JJ00",5.6,9.4
"GM1954","2015JJ00",5.7,9.7
"GM1954","2016JJ00",6,9.7
"GM1954","2017JJ00",6.3,10.2
"GM1954","2018JJ00",6.6,10.9
"GM1954","2019JJ00",7,11.7
"GM1954","2020JJ00",7.6,12.4
"GM1954","2021JJ00",8.1,12.9
"GM1954","2022JJ00",9.2,14.4
"GM1954","2023JJ00",10.2,15.8
"GM1954","2024JJ00",12.3,17.6
"GM0889","2011JJ00",7.5,10.7
"GM0889","2012JJ00",7,10.4
"GM0889","2013JJ00",6.6,10.1
"GM0889","2014JJ00",6.3,9.7
"GM0889","2015JJ00",6.3,9.7
"GM0889","2016JJ00",6.3,9.7
"GM0889","2017JJ00",6.9,10.1
"GM0889","2018JJ00",7.6,10.9
"GM0889","2019JJ00",8.1,12
"GM0889","2020JJ00",8.8,12.8
"GM0889","2021JJ00",9.3,13.5
"GM0889","2022JJ00",10.2,14.5
"GM0889","2023JJ00",12,16.4
"GM0889","2024JJ00",13.6,18.2
"GM1945","2011JJ00",5.7,9.7
"GM1945","2012JJ00",5.9,9.9
"GM1945","2013JJ00",6.1,9.8
"GM1945","2014JJ00",6.1,9.8
"GM1945","2015JJ00",6,9.9
"GM1945","2016JJ00",6.1,9.8
"GM1945","2017JJ00",6.4,10.5
"GM1945","2018JJ00",6.3,10.7
"GM1945","2019JJ00",6.6,11.1
"GM1945","2020JJ00",7.3,11.6
"GM1945","2021JJ00",7.8,12.5
"GM1945","2022JJ00",8.7,13.6
"GM1945","2023JJ00",9.9,14.9
"GM1945","2024JJ00",12.2,16.9
"GM1724","2011JJ00",6.7,11.2
"GM1724","2012JJ00",6.4,11
"GM1724","2013JJ00",6.3,10.6
"GM1724","2014JJ00",6.5,10.6
"GM1724","2015JJ00",6.8,11
"GM1724","2016JJ00",7,11.6
"GM1724","2017JJ00",7.8,12
"GM1724","2018JJ00",8,12.8
"GM1724","2019JJ00",8.5,13.5
"GM1724","2020JJ00",9.2,14
"GM1724","2021JJ00",10.3,15
"GM1724","2022JJ00",11.5,16.5
"GM1724","2023JJ00",13.4,18.1
"GM1724","2024JJ00",14.4,19.7
"GM0893","2011JJ00",7.8,11.6
"GM0893","2012JJ00",7.3,11.1
"GM0893","2013JJ00",6.8,10.8
"GM0893","2014JJ00",6.7,10.4
"GM0893","2015JJ00",7,10.7
"GM0893","2016JJ00",7.5,11.3
"GM0893","2017JJ00",7.8,11.7
"GM0893","2018JJ00",8.5,12.5
"GM0893","2019JJ00",8.7,13.3
"GM0893","2020JJ00",9.7,13.8
"GM0893","2021JJ00",11,15.1
"GM0893","2022JJ00",11.8,16.3
"GM0893","2023JJ00",13.5,17.8
"GM0893","2024JJ00",15.8,19.9
"GM0373","2011JJ00",5.5,9.7
"GM0373","2012JJ00",5.6,9.4
"GM0373","2013JJ00",5.6,9.4
"GM0373","2014JJ00",5.6,9.1
"GM0373","2015JJ00",5.7,9.4
"GM0373","2016JJ00",5.8,9.6
"GM0373","2017JJ00",5.6,10
"GM0373","2018JJ00",5.8,10.3
"GM0373","2019JJ00",6.3,10.9
"GM0373","2020JJ00",6.3,11.3
"GM0373","2021JJ00",7,11.5
"GM0373","2022JJ00",8.3,12.8
"GM0373","2023JJ00",10.2,14.6
"GM0373","2024JJ00",11.6,16.4
"GM0748","2011JJ00",7.2,10.8
"GM0748","2012JJ00",6.8,10.5
"GM0748","2013JJ00",6.5,10.3
"GM0748","2014JJ00",6.4,10.1
"GM0748","2015JJ00",6.3,10.2
"GM0748","2016JJ00",6.3,10.3
"GM0748","2017JJ00",6.6,10.7
"GM0748","2018JJ00",7,11.2
"GM0748","2019JJ00",7.8,12
"GM0748","2020JJ00",8.1,12.7
"GM0748","2021JJ00",8.8,13.4
"GM0748","2022JJ00",9.5,14.6
"GM0748","2023JJ00",11.6,16.6
"GM0748","2024JJ00",13.6,18.5
"GM1859","2011JJ00",7.2,10.7
"GM1859","2012JJ00",6.8,10.5
"GM1859","2013JJ00",6.6,10.4
"GM1859","2014JJ00",6.2,10.1
"GM1859","2015JJ00",6.5,10.2
"GM1859","2016JJ00",6.5,10.3
"GM1859","2017JJ00",6.7,10.8
"GM1859","2018JJ00",6.7,11.2
"GM1859","2019JJ00",7.2,11.6
"GM1859","2020JJ00",8.3,12.4
"GM1859","2021JJ00",8.9,13
"GM1859","2022JJ00",10.1,14.3
"GM1859","2023JJ00",11.6,16
"GM1859","2024JJ00",13.6,18
"GM1721","2011JJ00",7.2,11.3
"GM1721","2012JJ00",6.8,10.8
"GM1721","2013JJ00",6.5,10.5
"GM1721","2014JJ00",6.5,10.6
"GM1721","2015JJ00",6.9,10.8
"GM1721","2016JJ00",7,11.1
"GM1721","2017JJ00",7.4,11.6
"GM1721","2018JJ00",7.3,12
"GM1721","2019JJ00",8,12.7
"GM1721","2020JJ00",9.1,13.6
"GM1721","2021JJ00",9.7,14.5
"GM1721","2022JJ00",10.8,15.7
"GM1721","2023JJ00",13.1,17.9
"GM1721","2024JJ00",15.2,20
"GM0753","2011JJ00",6,10.3
"GM0753","2012JJ00",6.1,10.3
"GM0753","2013JJ00",5.8,9.8
"GM0753","2014JJ00",5.8,9.5
"GM0753","2015JJ00",6,9.6
"GM0753","2016JJ00",5.6,9.7
"GM0753","2017JJ00",5.9,10.4
"GM0753","2018JJ00",6.5,10.6
"GM0753","2019JJ00",6.9,11.5
"GM0753","2020JJ00",7.5,12.4
"GM0753","2021JJ00",7.7,12.7
"GM0753","2022JJ00",8.8,14
"GM0753","2023JJ00",10.6,16.2
"GM0753","2024JJ00",12.5,17.9
"GM0209","2011JJ00",5.6,9.7
"GM0209","2012JJ00",5.7,9.6
"GM0209","2013JJ00",5.5,9.4
"GM0209","2014JJ00",5.6,9.4
"GM0209","2015JJ00",5.9,9.7
"GM0209","2016JJ00",5.9,9.7
"GM0209","2017JJ00",5.7,9.8
"GM0209","2018JJ00",5.8,10.3
"GM0209","2019JJ00",5.9,10.8
"GM0209","2020JJ00",6.9,11.5
"GM0209","2021JJ00",7.8,12.2
"GM0209","2022JJ00",8.7,13.5
"GM0209","2023JJ00",10.6,15.2
"GM0209","2024JJ00",12.3,17.2
"GM0375","2011JJ00",9.1,12.5
"GM0375","2012JJ00",8.8,12.2
"GM0375","2013JJ00",8.3,12
"GM0375","2014JJ00",7.7,11.6
